rider_id,deliveries,avg_o2d,sla_hit_pct,store_id,shift,vehicle,active,util_pct
R0118,197,9.741015228426397,0.8578680203045685,DS010,C,Scooter,True,0.43777777777777777
R0119,213,10.092816901408451,0.8215962441314554,DS010,A,Bike,True,0.47333333333333333
R0120,224,10.182500000000001,0.7678571428571429,DS010,C,EV,True,0.49777777777777776
R0121,215,10.218418604651163,0.786046511627907,DS010,C,Scooter,True,0.4777777777777778
R0122,224,10.197678571428572,0.8035714285714286,DS010,C,Scooter,True,0.49777777777777776
R0123,223,10.273856502242154,0.7623318385650224,DS010,C,Bike,True,0.4955555555555556
R0124,219,10.476027397260275,0.7351598173515982,DS010,B,Bike,True,0.4866666666666667
R0125,192,10.619583333333333,0.78125,DS010,A,Bike,True,0.4266666666666667
R0126,210,10.24495238095238,0.780952380952381,DS010,B,Scooter,True,0.4666666666666667
R0127,216,9.991018518518517,0.8425925925925926,DS010,C,EV,True,0.48
R0128,195,10.20974358974359,0.8102564102564103,DS010,B,Scooter,True,0.43333333333333335
R0129,211,10.398625592417062,0.7488151658767772,DS010,A,Bike,True,0.4688888888888889
R0130,236,10.331228813559322,0.4745762711864407,DS011,A,Scooter,True,0.5244444444444445
R0131,260,10.134692307692308,0.55,DS011,B,Scooter,True,0.5777777777777777
R0132,243,10.335432098765432,0.4773662551440329,DS011,C,Bike,True,0.54
R0133,242,10.25297520661157,0.4793388429752066,DS011,A,Bike,True,0.5377777777777778
R0134,257,10.2752140077821,0.5058365758754864,DS011,B,EV,True,0.5711111111111111
R0135,237,10.518902953586498,0.4978902953586498,DS011,B,Bike,True,0.5266666666666666
R0136,264,10.358257575757575,0.49242424242424243,DS011,C,Bike,True,0.5866666666666667
R0137,241,10.151493775933611,0.5020746887966805,DS011,C,EV,True,0.5355555555555556
R0138,276,9.759166666666667,0.5543478260869565,DS012,B,Scooter,True,0.6133333333333333
R0139,327,10.4931498470948,0.4831804281345566,DS012,B,Scooter,True,0.7266666666666667
R0140,336,10.198869047619048,0.47619047619047616,DS012,C,Bike,True,0.7466666666666667
R0141,310,10.354903225806451,0.45806451612903226,DS012,B,EV,True,0.6888888888888889
R0142,320,10.15265625,0.4875,DS012,B,Scooter,True,0.7111111111111111
R0143,288,10.370243055555555,0.4791666666666667,DS012,A,Scooter,True,0.64
R0144,323,10.20204334365325,0.47678018575851394,DS012,A,EV,True,0.7177777777777777
R0145,309,10.286860841423948,0.5016181229773463,DS012,B,Bike,True,0.6866666666666666
R0146,314,10.363184713375796,0.4713375796178344,DS012,B,Bike,True,0.6977777777777778
R0147,200,10.00965,0.96,DS013,C,Bike,True,0.4444444444444444
R0148,176,10.356420454545455,0.9261363636363636,DS013,B,Bike,True,0.39111111111111113
R0149,186,10.558440860215054,0.9354838709677419,DS013,C,Bike,True,0.41333333333333333
R0150,196,10.378520408163265,0.9489795918367347,DS013,A,Bike,True,0.43555555555555553
R0151,165,10.446666666666667,0.9333333333333333,DS013,C,Scooter,True,0.36666666666666664
R0152,186,10.245913978494624,0.978494623655914,DS013,B,Bike,True,0.41333333333333333
R0153,191,10.200261780104713,0.9424083769633508,DS013,A,Bike,True,0.42444444444444446
R0154,185,10.31318918918919,0.9567567567567568,DS013,B,Scooter,True,0.4111111111111111
R0155,180,10.637944444444445,0.9333333333333333,DS013,B,Bike,True,0.4
R0156,196,9.923214285714286,0.9642857142857143,DS013,A,Bike,True,0.43555555555555553
R0157,197,9.736598984771573,0.9644670050761421,DS013,B,Bike,True,0.43777777777777777
R0158,176,10.434829545454546,0.9375,DS013,B,Scooter,True,0.39111111111111113
R0159,300,10.3582,0.9366666666666666,DS014,B,Scooter,True,0.6666666666666666
R0160,255,10.294470588235294,0.9450980392156862,DS014,B,Scooter,True,0.5666666666666667
R0161,262,10.22206106870229,0.9541984732824428,DS014,B,Bike,True,0.5822222222222222
R0162,288,9.88267361111111,0.9583333333333334,DS014,A,Bike,True,0.64
R0163,265,10.339056603773585,0.9471698113207547,DS014,C,Bike,True,0.5888888888888889
R0164,276,10.322355072463768,0.9239130434782609,DS014,B,Bike,True,0.6133333333333333
R0165,304,9.993552631578947,0.9638157894736842,DS014,B,Bike,True,0.6755555555555556
R0166,294,10.115544217687074,0.95578231292517,DS014,C,EV,True,0.6533333333333333
R0167,320,10.218250000000001,0.9375,DS014,C,EV,True,0.7111111111111111
R0168,296,10.512939189189188,0.9459459459459459,DS014,C,Bike,True,0.6577777777777778
R0169,153,10.189477124183007,0.7777777777777778,DS015,A,Bike,True,0.34
R0170,170,9.89270588235294,0.8176470588235294,DS015,C,Scooter,True,0.37777777777777777
R0171,160,10.2736875,0.775,DS015,B,Bike,True,0.35555555555555557
R0172,157,10.324140127388535,0.732484076433121,DS015,B,Bike,True,0.3488888888888889
R0173,158,9.962974683544305,0.8481012658227848,DS015,C,Bike,True,0.3511111111111111
R0174,148,10.013243243243243,0.8243243243243243,DS015,C,Bike,True,0.3288888888888889
R0175,153,10.208954248366013,0.7581699346405228,DS015,B,Bike,True,0.34
R0176,159,10.098050314465409,0.779874213836478,DS015,B,Bike,True,0.35333333333333333
R0177,149,10.286577181208054,0.7986577181208053,DS015,A,Bike,True,0.33111111111111113
R0178,154,10.24538961038961,0.7727272727272727,DS015,C,Scooter,True,0.3422222222222222
R0179,174,10.250114942528736,0.7931034482758621,DS015,C,Bike,True,0.38666666666666666
R0180,152,10.220065789473685,0.7697368421052632,DS015,C,Bike,True,0.3377777777777778
R0181,408,10.007892156862745,1.0,DS016,B,Bike,True,0.9066666666666666
R0182,415,10.351493975903614,0.9903614457831326,DS016,B,EV,True,0.9222222222222223
R0183,351,9.992535612535614,0.9971509971509972,DS016,B,EV,True,0.78
R0184,387,10.294625322997415,0.9896640826873385,DS016,B,Bike,True,0.86
R0185,428,10.247383177570093,0.9929906542056075,DS016,C,Scooter,True,0.9511111111111111
R0186,362,10.133232044198895,0.9972375690607734,DS016,A,Bike,True,0.8044444444444444
R0187,441,10.230294784580499,0.9977324263038548,DS016,C,Scooter,True,0.98
R0188,386,9.865155440414508,1.0,DS016,B,Bike,True,0.8577777777777778
R0189,416,10.004999999999999,0.9975961538461539,DS016,A,Bike,True,0.9244444444444444
R0190,283,10.226925795053003,0.950530035335689,DS017,A,Bike,True,0.6288888888888889
R0191,296,9.891655405405405,0.9628378378378378,DS017,B,EV,True,0.6577777777777778
R0192,279,10.015161290322581,0.953405017921147,DS017,C,Scooter,True,0.62
R0193,295,10.088915254237289,0.9423728813559322,DS017,A,EV,True,0.6555555555555556
R0194,274,10.254598540145986,0.927007299270073,DS017,C,Bike,True,0.6088888888888889
R0195,272,10.023566176470588,0.9595588235294118,DS017,B,Bike,True,0.6044444444444445
R0196,313,10.16153354632588,0.9552715654952076,DS017,B,Bike,True,0.6955555555555556
R0197,299,10.14046822742475,0.9498327759197325,DS017,C,Bike,True,0.6644444444444444
R0198,274,9.936605839416059,0.9671532846715328,DS017,C,Bike,True,0.6088888888888889
R0199,266,10.20078947368421,0.9548872180451128,DS017,C,Bike,True,0.5911111111111111
R0200,291,10.4253264604811,0.9518900343642611,DS017,A,EV,True,0.6466666666666666
