order_id,store_id,metro,zone,ordered_at,order_date,hour,slot,weather,promo_type,status,cancel_reason,rider_id,promise_minutes,o2d_minutes,sla_hit,gmv,discount_amount,delivery_fee,net_gmv,cogs,lines_ordered,lines_fulfilled,had_stockout
ORD100049,DS001,Mumbai,Andheri West,2025-08-01 21:11:24,2025-08-01,21,Late Night,Clear,Flash20,Cancelled,Customer,,15,,0,0.0,0.0,0.0,0.0,0.0,2,0,0
ORD100050,DS001,Mumbai,Andheri West,2025-08-01 23:32:28,2025-08-01,23,Late Night,Clear,None,Delivered,,R0013,15,9.61,1,293.94,0.0,0.0,293.94,208.74,4,4,0
ORD100051,DS001,Mumbai,Andheri West,2025-08-01 12:11:57,2025-08-01,12,Lunch,Clear,None,Delivered,,R0008,15,8.36,1,589.17,0.0,0.0,589.17,418.5,3,3,0
ORD100052,DS001,Mumbai,Andheri West,2025-08-01 13:11:23,2025-08-01,13,Lunch,Clear,None,Delivered,,R0014,15,7.29,1,277.53,0.0,0.0,277.53,190.73,3,3,0
ORD100053,DS001,Mumbai,Andheri West,2025-08-01 09:08:11,2025-08-01,9,Morning,Clear,Flat10,Delivered,,R0009,15,13.35,1,323.13,32.31,0.0,290.82,211.3,2,2,0
ORD100054,DS001,Mumbai,Andheri West,2025-08-01 13:56:19,2025-08-01,13,Lunch,Clear,Flat10,Delivered,,R0007,15,7.97,1,918.4,91.84,0.0,826.56,627.8,4,4,0
ORD100055,DS001,Mumbai,Andheri West,2025-08-01 09:44:35,2025-08-01,9,Morning,Clear,None,Delivered,,R0010,15,14.41,1,439.62,0.0,0.0,439.62,263.55,3,3,0
ORD100056,DS001,Mumbai,Andheri West,2025-08-01 18:55:57,2025-08-01,18,Evening,Clear,None,Delivered,,R0003,15,7.19,1,207.78,0.0,0.0,207.78,125.72,3,3,0
ORD100057,DS001,Mumbai,Andheri West,2025-08-01 12:19:31,2025-08-01,12,Lunch,Clear,WalletCashback,Delivered,,R0002,15,6.56,1,645.35,32.27,0.0,613.08,465.86,3,3,0
ORD100058,DS001,Mumbai,Andheri West,2025-08-01 15:26:49,2025-08-01,15,Evening,Clear,None,Delivered,,R0008,15,10.93,1,250.2,0.0,0.0,250.2,181.58,2,2,0
ORD100059,DS001,Mumbai,Andheri West,2025-08-01 21:45:21,2025-08-01,21,Late Night,Clear,Flat10,Delivered,,R0013,15,8.47,1,315.22,31.52,0.0,283.7,221.28,2,2,0
ORD100060,DS001,Mumbai,Andheri West,2025-08-01 17:45:33,2025-08-01,17,Evening,Clear,Flash20,Delivered,,R0001,15,9.81,1,785.83,157.17,0.0,628.66,539.04,4,4,0
ORD100061,DS001,Mumbai,Andheri West,2025-08-01 18:50:40,2025-08-01,18,Evening,Clear,None,Delivered,,R0008,15,7.29,1,110.12,0.0,25.0,135.12,82.17,1,1,0
ORD100062,DS001,Mumbai,Andheri West,2025-08-01 14:15:59,2025-08-01,14,Lunch,Clear,None,Delivered,,R0003,15,8.91,1,438.85,0.0,0.0,438.85,281.79,2,2,0
ORD100063,DS001,Mumbai,Andheri West,2025-08-01 09:08:23,2025-08-01,9,Morning,Clear,BOGO,Delivered,,R0003,15,6.96,1,45.85,0.0,25.0,70.85,30.02,1,1,0
ORD100064,DS001,Mumbai,Andheri West,2025-08-01 14:39:24,2025-08-01,14,Lunch,Clear,WalletCashback,Delivered,,R0011,15,9.57,1,291.17,14.56,0.0,276.61,208.74,1,1,0
ORD100065,DS001,Mumbai,Andheri West,2025-08-01 19:12:54,2025-08-01,19,Evening,Clear,Flash20,Delivered,,R0006,15,11.87,1,294.73,58.95,0.0,235.78,190.01,3,3,0
ORD100066,DS001,Mumbai,Andheri West,2025-08-01 12:31:03,2025-08-01,12,Lunch,Clear,WalletCashback,Delivered,,R0013,15,4.59,1,219.26,10.96,0.0,208.3,145.42,3,3,0
ORD100067,DS001,Mumbai,Andheri West,2025-08-01 16:30:34,2025-08-01,16,Evening,Clear,None,Delivered,,R0008,15,15.07,0,302.03,0.0,0.0,302.03,221.47,4,4,0
ORD100068,DS001,Mumbai,Andheri West,2025-08-01 13:47:36,2025-08-01,13,Lunch,Clear,WalletCashback,Cancelled,Customer,,15,,0,0.0,0.0,0.0,0.0,0.0,4,0,0
ORD100069,DS001,Mumbai,Andheri West,2025-08-01 14:24:56,2025-08-01,14,Lunch,Clear,None,Delivered,,R0007,15,12.48,1,205.67,0.0,0.0,205.67,155.19,2,2,0
ORD100070,DS001,Mumbai,Andheri West,2025-08-01 18:42:22,2025-08-01,18,Evening,Clear,Flat10,Delivered,,R0003,15,9.33,1,480.95,48.1,0.0,432.86,305.4,3,3,0
ORD100071,DS001,Mumbai,Andheri West,2025-08-01 09:07:03,2025-08-01,9,Morning,Clear,None,Delivered,,R0007,15,9.78,1,375.89,0.0,0.0,375.89,272.69,4,4,0
ORD100072,DS001,Mumbai,Andheri West,2025-08-01 18:38:51,2025-08-01,18,Evening,Clear,None,Delivered,,R0014,15,5.85,1,332.07,0.0,0.0,332.07,229.29,4,4,0
ORD100073,DS001,Mumbai,Andheri West,2025-08-01 15:13:49,2025-08-01,15,Evening,Clear,None,Delivered,,R0008,15,9.6,1,514.05,0.0,0.0,514.05,351.46,3,3,0
ORD100074,DS001,Mumbai,Andheri West,2025-08-01 22:28:30,2025-08-01,22,Late Night,Clear,None,Delivered,,R0011,15,7.74,1,131.79,0.0,25.0,156.79,90.01,2,2,0
ORD100075,DS001,Mumbai,Andheri West,2025-08-01 13:23:38,2025-08-01,13,Lunch,Clear,None,Delivered,,R0011,15,10.2,1,161.8,0.0,25.0,186.8,116.48,2,2,0
ORD100076,DS001,Mumbai,Andheri West,2025-08-01 23:59:06,2025-08-01,23,Late Night,Clear,Flat10,Delivered,,R0003,15,8.84,1,347.19,34.72,0.0,312.47,240.27,3,3,0
ORD100077,DS001,Mumbai,Andheri West,2025-08-01 18:30:24,2025-08-01,18,Evening,Clear,BOGO,Delivered,,R0012,15,9.96,1,216.2,47.31,0.0,168.9,175.53,2,2,0
ORD100078,DS001,Mumbai,Andheri West,2025-08-01 12:41:03,2025-08-01,12,Lunch,Clear,None,Delivered,,R0014,15,7.74,1,658.69,0.0,0.0,658.69,443.91,4,4,0
ORD100079,DS001,Mumbai,Andheri West,2025-08-01 16:57:33,2025-08-01,16,Evening,Clear,None,Delivered,,R0010,15,6.48,1,209.24,0.0,0.0,209.24,163.03,2,2,0
ORD100080,DS001,Mumbai,Andheri West,2025-08-01 15:37:36,2025-08-01,15,Evening,Clear,None,Delivered,,R0004,15,9.55,1,83.21,0.0,25.0,108.21,50.46,1,1,0
ORD100081,DS001,Mumbai,Andheri West,2025-08-01 21:31:57,2025-08-01,21,Late Night,Clear,None,Delivered,,R0013,15,7.89,1,540.13,0.0,0.0,540.13,380.76,4,4,0
ORD100082,DS001,Mumbai,Andheri West,2025-08-01 19:58:01,2025-08-01,19,Evening,Clear,None,Delivered,,R0004,15,6.41,1,136.11,0.0,25.0,161.11,82.01,2,2,0
ORD100083,DS001,Mumbai,Andheri West,2025-08-01 23:32:09,2025-08-01,23,Late Night,Clear,None,Delivered,,R0008,15,8.21,1,420.01,0.0,0.0,420.01,268.93,3,3,0
ORD100084,DS001,Mumbai,Andheri West,2025-08-01 10:16:09,2025-08-01,10,Morning,Clear,BOGO,Delivered,,R0005,15,8.91,1,54.01,13.5,25.0,65.51,33.64,1,1,0
ORD100085,DS001,Mumbai,Andheri West,2025-08-01 13:19:39,2025-08-01,13,Lunch,Clear,None,Delivered,,R0011,15,7.47,1,243.39,0.0,0.0,243.39,171.12,2,2,0
ORD100086,DS001,Mumbai,Andheri West,2025-08-01 19:06:50,2025-08-01,19,Evening,Clear,None,Partial,,R0001,15,9.4,1,943.96,0.0,0.0,943.96,680.22,4,3,1
ORD100087,DS001,Mumbai,Andheri West,2025-08-01 09:07:43,2025-08-01,9,Morning,Clear,None,Delivered,,R0012,15,7.94,1,528.48,0.0,0.0,528.48,360.1,4,4,0
ORD100088,DS001,Mumbai,Andheri West,2025-08-01 11:42:40,2025-08-01,11,Lunch,Clear,None,Delivered,,R0009,15,10.42,1,157.07,0.0,25.0,182.07,103.84,3,3,0
ORD100089,DS001,Mumbai,Andheri West,2025-08-01 19:20:07,2025-08-01,19,Evening,Clear,Flash20,Cancelled,Stockout,,15,,0,0.0,0.0,0.0,0.0,0.0,4,0,1
ORD100090,DS001,Mumbai,Andheri West,2025-08-01 12:20:16,2025-08-01,12,Lunch,Clear,None,Cancelled,Customer,,15,,0,0.0,0.0,0.0,0.0,0.0,2,0,0
ORD100091,DS001,Mumbai,Andheri West,2025-08-01 19:12:35,2025-08-01,19,Evening,Clear,WalletCashback,Delivered,,R0014,15,9.95,1,385.35,19.27,0.0,366.08,286.42,4,4,0
ORD100092,DS001,Mumbai,Andheri West,2025-08-01 18:31:51,2025-08-01,18,Evening,Clear,None,Delivered,,R0007,15,13.98,1,797.18,0.0,0.0,797.18,566.08,4,4,0
ORD100093,DS001,Mumbai,Andheri West,2025-08-01 12:49:40,2025-08-01,12,Lunch,Clear,Flash20,Delivered,,R0011,15,8.85,1,758.41,151.68,0.0,606.72,503.91,4,4,0
ORD100094,DS001,Mumbai,Andheri West,2025-08-01 10:23:56,2025-08-01,10,Morning,Clear,WalletCashback,Delivered,,R0013,15,11.13,1,236.13,11.81,0.0,224.32,155.98,2,2,0
ORD100095,DS001,Mumbai,Andheri West,2025-08-01 10:05:35,2025-08-01,10,Morning,Clear,FreeDelivery,Delivered,,R0005,15,7.07,1,466.29,25.0,0.0,441.29,338.31,4,4,0
ORD100096,DS001,Mumbai,Andheri West,2025-08-01 13:52:32,2025-08-01,13,Lunch,Clear,None,Delivered,,R0014,15,9.86,1,341.3,0.0,0.0,341.3,221.17,4,4,0
ORD100097,DS001,Mumbai,Andheri West,2025-08-01 23:41:48,2025-08-01,23,Late Night,Clear,None,Delivered,,R0011,15,5.89,1,96.51,0.0,25.0,121.51,54.61,2,2,0
ORD100098,DS001,Mumbai,Andheri West,2025-08-01 17:42:12,2025-08-01,17,Evening,Clear,WalletCashback,Delivered,,R0014,15,5.67,1,541.11,27.06,0.0,514.05,376.0,4,4,0
ORD100099,DS001,Mumbai,Andheri West,2025-08-01 21:43:18,2025-08-01,21,Late Night,Clear,None,Delivered,,R0005,15,7.5,1,739.86,0.0,0.0,739.86,494.57,4,4,0
ORD100100,DS001,Mumbai,Andheri West,2025-08-01 14:44:04,2025-08-01,14,Lunch,Clear,None,Delivered,,R0012,15,10.95,1,46.37,0.0,25.0,71.37,33.3,2,2,0
ORD100101,DS001,Mumbai,Andheri West,2025-08-01 17:22:39,2025-08-01,17,Evening,Clear,None,Delivered,,R0013,15,9.11,1,145.76,0.0,25.0,170.76,107.6,1,1,0
ORD100102,DS001,Mumbai,Andheri West,2025-08-01 20:03:44,2025-08-01,20,Evening,Clear,Flat10,Delivered,,R0002,15,11.69,1,57.05,5.71,25.0,76.35,34.3,1,1,0
ORD100103,DS001,Mumbai,Andheri West,2025-08-01 18:53:55,2025-08-01,18,Evening,Clear,None,Delivered,,R0008,15,8.42,1,240.38,0.0,0.0,240.38,153.2,3,3,0
ORD100104,DS002,Mumbai,Powai,2025-08-01 19:00:50,2025-08-01,19,Evening,Clear,None,Delivered,,R0016,20,10.17,1,204.56,0.0,0.0,204.56,144.59,2,2,0
ORD100105,DS002,Mumbai,Powai,2025-08-01 12:52:19,2025-08-01,12,Lunch,Clear,FreeDelivery,Delivered,,R0015,20,14.69,1,150.13,25.0,0.0,125.13,112.08,3,3,0
ORD100106,DS002,Mumbai,Powai,2025-08-01 09:03:41,2025-08-01,9,Morning,Clear,Flat10,Delivered,,R0023,20,12.57,1,285.84,28.58,0.0,257.26,196.14,2,2,0
ORD100107,DS002,Mumbai,Powai,2025-08-01 16:32:50,2025-08-01,16,Evening,Clear,None,Delivered,,R0019,20,7.88,1,355.62,0.0,0.0,355.62,238.58,3,3,0
ORD100108,DS002,Mumbai,Powai,2025-08-01 12:35:00,2025-08-01,12,Lunch,Clear,Flash20,Delivered,,R0026,20,12.4,1,374.08,74.82,0.0,299.26,260.95,3,3,0
ORD100109,DS002,Mumbai,Powai,2025-08-01 13:06:02,2025-08-01,13,Lunch,Clear,None,Cancelled,Customer,,20,,0,0.0,0.0,0.0,0.0,0.0,4,0,0
ORD100110,DS002,Mumbai,Powai,2025-08-01 18:46:57,2025-08-01,18,Evening,Clear,Flash20,Delivered,,R0016,20,9.53,1,286.68,57.34,0.0,229.35,186.26,3,3,0
ORD100111,DS002,Mumbai,Powai,2025-08-01 17:48:22,2025-08-01,17,Evening,Clear,Flat10,Delivered,,R0016,20,16.4,1,348.7,34.87,0.0,313.83,224.19,2,2,0
ORD100112,DS002,Mumbai,Powai,2025-08-01 08:22:48,2025-08-01,8,Morning,Clear,None,Delivered,,R0026,20,8.78,1,335.48,0.0,0.0,335.48,207.09,3,3,0
ORD100113,DS002,Mumbai,Powai,2025-08-01 12:01:15,2025-08-01,12,Lunch,Clear,None,Cancelled,Stockout,,20,,0,0.0,0.0,0.0,0.0,0.0,2,0,1
ORD100114,DS002,Mumbai,Powai,2025-08-01 18:04:59,2025-08-01,18,Evening,Clear,None,Delivered,,R0026,20,11.2,1,206.77,0.0,0.0,206.77,146.1,3,3,0
ORD100115,DS002,Mumbai,Powai,2025-08-01 15:05:24,2025-08-01,15,Evening,Clear,Flash20,Partial,,R0024,20,11.89,1,132.06,26.41,25.0,130.65,85.7,3,2,1
ORD100116,DS002,Mumbai,Powai,2025-08-01 13:39:18,2025-08-01,13,Lunch,Clear,Flash20,Delivered,,R0026,20,13.77,1,445.76,89.15,0.0,356.61,299.57,4,4,0
ORD100117,DS002,Mumbai,Powai,2025-08-01 16:49:53,2025-08-01,16,Evening,Clear,Flat10,Delivered,,R0021,20,17.08,1,368.6,36.86,0.0,331.74,254.27,3,3,0
ORD100118,DS002,Mumbai,Powai,2025-08-01 14:14:48,2025-08-01,14,Lunch,Clear,BOGO,Delivered,,R0026,20,11.37,1,139.88,23.31,25.0,141.57,85.74,1,1,0
ORD100119,DS002,Mumbai,Powai,2025-08-01 12:10:29,2025-08-01,12,Lunch,Clear,Flash20,Delivered,,R0023,20,12.72,1,378.01,75.6,0.0,302.41,231.38,2,2,0
ORD100120,DS002,Mumbai,Powai,2025-08-01 13:44:39,2025-08-01,13,Lunch,Clear,WalletCashback,Delivered,,R0026,20,13.47,1,195.06,9.75,25.0,210.31,135.4,4,4,0
ORD100121,DS002,Mumbai,Powai,2025-08-01 17:01:23,2025-08-01,17,Evening,Clear,Flash20,Delivered,,R0017,20,12.51,1,291.5,58.3,0.0,233.2,211.13,3,3,0
ORD100122,DS002,Mumbai,Powai,2025-08-01 19:15:21,2025-08-01,19,Evening,Clear,None,Partial,,R0018,20,13.86,1,276.49,0.0,0.0,276.49,206.7,2,1,1
ORD100123,DS002,Mumbai,Powai,2025-08-01 19:05:34,2025-08-01,19,Evening,Clear,None,Delivered,,R0021,20,9.51,1,137.46,0.0,25.0,162.46,96.87,2,2,0
ORD100124,DS002,Mumbai,Powai,2025-08-01 19:52:54,2025-08-01,19,Evening,Clear,BOGO,Delivered,,R0026,20,10.41,1,379.67,45.57,0.0,334.1,273.49,4,4,0
ORD100125,DS002,Mumbai,Powai,2025-08-01 12:31:08,2025-08-01,12,Lunch,Clear,None,Delivered,,R0019,20,9.19,1,586.01,0.0,0.0,586.01,376.04,4,4,0
ORD100126,DS002,Mumbai,Powai,2025-08-01 16:59:36,2025-08-01,16,Evening,Clear,Flat10,Delivered,,R0020,20,11.17,1,93.02,9.3,25.0,108.72,56.9,1,1,0
ORD100127,DS002,Mumbai,Powai,2025-08-01 12:33:45,2025-08-01,12,Lunch,Clear,None,Delivered,,R0024,20,13.95,1,417.19,0.0,0.0,417.19,291.69,3,3,0
ORD100128,DS002,Mumbai,Powai,2025-08-01 18:41:57,2025-08-01,18,Evening,Clear,None,Partial,,R0024,20,11.44,1,418.55,0.0,0.0,418.55,260.76,3,2,1
ORD100129,DS002,Mumbai,Powai,2025-08-01 21:27:39,2025-08-01,21,Late Night,Clear,None,Delivered,,R0020,20,12.89,1,37.17,0.0,25.0,62.17,29.85,1,1,0
ORD100130,DS002,Mumbai,Powai,2025-08-01 17:17:55,2025-08-01,17,Evening,Clear,None,Delivered,,R0017,20,11.56,1,304.71,0.0,0.0,304.71,203.65,4,4,0
ORD100131,DS002,Mumbai,Powai,2025-08-01 23:08:34,2025-08-01,23,Late Night,Clear,Flat10,Delivered,,R0019,20,14.28,1,256.51,25.65,0.0,230.86,166.57,3,3,0
ORD100132,DS002,Mumbai,Powai,2025-08-01 19:34:52,2025-08-01,19,Evening,Clear,Flat10,Delivered,,R0016,20,12.07,1,226.69,22.67,0.0,204.02,156.03,1,1,0
ORD100133,DS002,Mumbai,Powai,2025-08-01 09:40:10,2025-08-01,9,Morning,Clear,BOGO,Delivered,,R0016,20,5.77,1,668.2,116.0,0.0,552.2,460.89,3,3,0
ORD100134,DS002,Mumbai,Powai,2025-08-01 11:48:39,2025-08-01,11,Lunch,Clear,None,Delivered,,R0016,20,10.82,1,289.57,0.0,0.0,289.57,191.73,2,2,0
ORD100135,DS002,Mumbai,Powai,2025-08-01 12:40:54,2025-08-01,12,Lunch,Clear,Flash20,Delivered,,R0017,20,9.6,1,455.42,91.08,0.0,364.34,304.45,3,3,0
ORD100136,DS002,Mumbai,Powai,2025-08-01 19:13:42,2025-08-01,19,Evening,Clear,WalletCashback,Delivered,,R0018,20,10.43,1,108.57,5.43,25.0,128.14,65.37,1,1,0
ORD100137,DS002,Mumbai,Powai,2025-08-01 19:55:49,2025-08-01,19,Evening,Clear,None,Delivered,,R0020,20,15.0,1,261.09,0.0,0.0,261.09,157.16,4,4,0
ORD100138,DS002,Mumbai,Powai,2025-08-01 12:41:52,2025-08-01,12,Lunch,Clear,FreeDelivery,Delivered,,R0019,20,10.45,1,363.14,25.0,0.0,338.14,262.47,3,3,0
