order_id,sku_id,qty_ordered,qty_fulfilled,unit_price,line_gmv,line_discount,line_cost,stockout_flag
ORD100022,SKU0078,1,1,18.32,18.32,0.92,10.93,0
ORD100022,SKU0009,3,3,76.58,229.73,11.49,137.97,0
ORD100022,SKU0050,3,3,36.4,109.19,5.46,65.37,0
ORD100023,SKU0076,3,3,184.68,554.03,110.81,410.19,0
ORD100023,SKU0048,1,1,36.44,36.44,7.29,27.37,0
ORD100023,SKU0004,3,3,27.72,83.17,16.63,50.46,0
ORD100023,SKU0017,3,3,48.42,145.25,29.05,109.71,0
ORD100024,SKU0023,2,2,56.81,113.63,22.73,69.28,0
ORD100024,SKU0041,2,2,54.9,109.8,21.96,86.14,0
ORD100025,SKU0013,3,3,74.71,224.14,0.0,156.03,0
ORD100026,SKU0028,2,2,77.43,154.85,0.0,96.56,0
ORD100026,SKU0004,3,3,28.82,86.47,0.0,50.46,0
ORD100026,SKU0074,1,0,57.3,0.0,0.0,0.0,1
ORD100026,SKU0044,3,3,46.18,138.54,0.0,98.46,0
ORD100027,SKU0080,2,2,58.76,117.53,0.0,81.34,0
ORD100027,SKU0024,2,2,28.25,56.51,0.0,41.18,0
ORD100027,SKU0053,1,1,36.01,36.01,0.0,26.07,0
ORD100028,SKU0012,2,2,58.56,117.12,11.71,68.7,0
ORD100028,SKU0058,1,1,36.95,36.95,3.69,28.37,0
ORD100029,SKU0063,3,3,121.23,363.68,0.0,230.34,0
ORD100030,SKU0055,3,3,18.43,55.29,5.53,37.05,0
ORD100030,SKU0077,1,1,128.75,128.75,12.88,84.82,0
ORD100030,SKU0061,2,2,26.73,53.47,5.35,42.98,0
ORD100031,SKU0066,3,3,38.73,116.18,0.0,67.89,0
ORD100031,SKU0050,1,1,38.51,38.51,0.0,21.79,0
ORD100032,SKU0047,2,2,27.19,54.38,0.0,40.86,0
ORD100032,SKU0037,1,0,45.74,0.0,0.0,0.0,1
ORD100033,SKU0003,2,2,47.51,95.02,0.0,62.26,0
ORD100034,SKU0047,1,1,27.66,27.66,5.53,20.43,0
ORD100035,SKU0005,3,3,55.95,167.84,0.0,106.59,0
ORD100035,SKU0017,3,3,48.3,144.9,0.0,109.71,0
ORD100036,SKU0013,1,0,73.01,0.0,0.0,0.0,1
ORD100036,SKU0025,1,1,48.12,48.12,0.0,31.24,0
ORD100037,SKU0008,2,2,126.29,252.59,50.52,164.9,0
ORD100038,SKU0014,1,1,98.92,98.92,0.0,68.9,0
ORD100038,SKU0027,2,2,28.2,56.39,0.0,44.74,0
ORD100038,SKU0013,3,3,78.21,234.63,0.0,156.03,0
ORD100038,SKU0007,2,2,38.6,77.21,0.0,57.84,0
ORD100039,SKU0075,2,2,27.28,54.57,0.0,33.78,0
ORD100039,SKU0042,1,1,58.18,58.18,0.0,39.11,0
ORD100039,SKU0004,3,3,27.57,82.72,0.0,50.46,0
ORD100040,SKU0066,2,0,38.8,0.0,0.0,0.0,1
ORD100040,SKU0008,1,1,124.73,124.73,0.0,82.45,0
ORD100040,SKU0071,1,1,45.92,45.92,0.0,30.34,0
ORD100041,SKU0021,2,2,127.85,255.7,0.0,151.8,0
ORD100041,SKU0075,1,1,26.91,26.91,0.0,16.89,0
ORD100042,SKU0026,2,2,77.78,155.55,0.0,100.04,0
ORD100042,SKU0017,3,3,47.03,141.1,0.0,109.71,0
ORD100042,SKU0005,3,3,58.86,176.59,0.0,106.59,0
ORD100042,SKU0032,3,3,37.7,113.11,0.0,79.95,0
ORD100043,SKU0074,3,3,55.83,167.5,16.75,123.15,0
ORD100043,SKU0065,2,2,28.0,56.0,5.6,32.08,0
ORD100044,SKU0068,3,3,74.31,222.92,0.0,141.24,0
ORD100044,SKU0063,3,3,124.85,374.54,0.0,230.34,0
ORD100044,SKU0017,3,3,45.29,135.86,0.0,109.71,0
ORD100045,SKU0013,3,3,75.82,227.45,37.91,156.03,0
ORD100046,SKU0045,3,3,47.03,141.08,0.0,81.57,0
ORD100046,SKU0022,1,1,18.94,18.94,0.0,10.84,0
ORD100046,SKU0066,3,3,36.47,109.4,0.0,67.89,0
ORD100046,SKU0005,3,3,56.05,168.14,0.0,106.59,0
ORD100047,SKU0010,3,3,18.75,56.26,0.0,41.67,0
ORD100048,SKU0031,3,3,137.56,412.67,41.27,292.71,0
ORD100049,SKU0020,2,2,97.98,195.96,39.19,139.16,0
ORD100049,SKU0077,2,2,123.11,246.22,49.24,169.64,0
ORD100050,SKU0056,1,1,148.24,148.24,0.0,107.6,0
ORD100050,SKU0016,3,3,17.57,52.71,0.0,37.08,0
ORD100050,SKU0025,1,1,45.69,45.69,0.0,31.24,0
ORD100050,SKU0044,1,1,47.3,47.3,0.0,32.82,0
ORD100051,SKU0068,1,1,78.0,78.0,0.0,47.08,0
ORD100051,SKU0057,3,3,138.59,415.78,0.0,299.19,0
ORD100051,SKU0011,1,1,95.38,95.38,0.0,72.23,0
ORD100052,SKU0045,1,1,47.48,47.48,0.0,27.19,0
ORD100052,SKU0007,3,3,36.37,109.11,0.0,86.76,0
ORD100052,SKU0063,1,1,120.94,120.94,0.0,76.78,0
ORD100053,SKU0073,2,2,36.51,73.02,7.3,59.5,0
ORD100053,SKU0021,2,2,125.06,250.11,25.01,151.8,0
ORD100054,SKU0049,3,3,94.52,283.57,28.36,170.7,0
ORD100054,SKU0026,3,3,73.75,221.24,22.12,150.06,0
ORD100054,SKU0015,3,3,55.17,165.5,16.55,120.12,0
ORD100054,SKU0033,2,2,124.04,248.08,24.81,186.92,0
ORD100055,SKU0050,1,1,38.68,38.68,0.0,21.79,0
ORD100055,SKU0005,2,2,54.56,109.13,0.0,71.06,0
ORD100055,SKU0049,3,3,97.27,291.81,0.0,170.7,0
ORD100056,SKU0034,1,1,46.88,46.88,0.0,34.02,0
ORD100056,SKU0065,3,3,28.41,85.23,0.0,48.12,0
ORD100056,SKU0050,2,2,37.84,75.67,0.0,43.58,0
ORD100057,SKU0014,3,3,94.87,284.61,14.23,206.7,0
ORD100057,SKU0060,2,2,36.73,73.47,3.67,59.7,0
ORD100057,SKU0057,2,2,143.64,287.28,14.36,199.46,0
ORD100058,SKU0015,1,1,56.13,56.13,0.0,40.04,0
ORD100058,SKU0029,2,2,97.03,194.07,0.0,141.54,0
ORD100059,SKU0002,3,3,76.56,229.67,22.97,170.94,0
ORD100059,SKU0070,3,3,28.52,85.55,8.55,50.34,0
ORD100060,SKU0018,3,3,38.6,115.81,23.16,65.91,0
ORD100060,SKU0056,3,3,140.83,422.48,84.5,322.8,0
ORD100060,SKU0009,3,3,76.51,229.54,45.91,137.97,0
ORD100060,SKU0016,1,1,18.0,18.0,3.6,12.36,0
ORD100061,SKU0019,3,3,36.71,110.12,0.0,82.17,0
ORD100062,SKU0062,3,3,27.56,82.67,0.0,51.45,0
ORD100062,SKU0063,3,3,118.72,356.17,0.0,230.34,0
ORD100063,SKU0030,1,1,45.85,45.85,0.0,30.02,0
ORD100064,SKU0020,3,3,97.06,291.17,14.56,208.74,0
ORD100065,SKU0048,1,1,38.82,38.82,7.76,27.37,0
ORD100065,SKU0022,1,1,17.82,17.82,3.56,10.84,0
ORD100065,SKU0021,2,2,119.04,238.08,47.62,151.8,0
ORD100066,SKU0024,2,2,28.49,56.98,2.85,41.18,0
ORD100066,SKU0050,1,1,38.15,38.15,1.91,21.79,0
ORD100066,SKU0008,1,1,124.12,124.12,6.21,82.45,0
ORD100067,SKU0064,1,1,95.22,95.22,0.0,76.58,0
ORD100067,SKU0075,3,3,28.52,85.57,0.0,50.67,0
ORD100067,SKU0073,1,1,38.74,38.74,0.0,29.75,0
ORD100067,SKU0061,3,3,27.5,82.49,0.0,64.47,0
ORD100068,SKU0020,2,2,96.3,192.59,9.63,139.16,0
ORD100068,SKU0062,3,3,27.19,81.57,4.08,51.45,0
ORD100068,SKU0024,1,1,27.99,27.99,1.4,20.59,0
ORD100068,SKU0061,2,2,27.49,54.98,2.75,42.98,0
ORD100069,SKU0044,2,2,48.0,96.01,0.0,65.64,0
ORD100069,SKU0060,3,3,36.55,109.66,0.0,89.55,0
ORD100070,SKU0010,2,2,17.79,35.57,3.56,27.78,0
ORD100070,SKU0009,3,3,74.89,224.67,22.47,137.97,0
ORD100070,SKU0038,3,3,73.57,220.71,22.07,139.65,0
ORD100071,SKU0067,3,3,28.14,84.43,0.0,57.99,0
ORD100071,SKU0003,1,1,47.13,47.13,0.0,31.13,0
ORD100071,SKU0011,2,2,94.62,189.25,0.0,144.46,0
ORD100071,SKU0042,1,1,55.08,55.08,0.0,39.11,0
ORD100072,SKU0061,2,2,27.36,54.73,0.0,42.98,0
ORD100072,SKU0025,3,3,46.22,138.65,0.0,93.72,0
ORD100072,SKU0017,1,1,47.47,47.47,0.0,36.57,0
ORD100072,SKU0059,2,2,45.61,91.22,0.0,56.02,0
ORD100073,SKU0038,3,3,75.67,227.0,0.0,139.65,0
ORD100073,SKU0066,1,1,38.78,38.78,0.0,22.63,0
ORD100073,SKU0079,2,2,124.14,248.27,0.0,189.18,0
ORD100074,SKU0018,1,1,35.88,35.88,0.0,21.97,0
ORD100074,SKU0034,2,2,47.96,95.91,0.0,68.04,0
ORD100075,SKU0013,1,1,75.84,75.84,0.0,52.01,0
ORD100075,SKU0061,3,3,28.65,85.95,0.0,64.47,0
ORD100076,SKU0068,1,1,76.02,76.02,7.6,47.08,0
ORD100076,SKU0057,1,1,142.32,142.32,14.23,99.73,0
ORD100076,SKU0033,1,1,128.85,128.85,12.88,93.46,0
ORD100077,SKU0027,1,1,26.98,26.98,0.0,22.37,0
ORD100077,SKU0064,2,2,94.61,189.23,47.31,153.16,0
ORD100078,SKU0063,2,2,123.27,246.54,0.0,153.56,0
ORD100078,SKU0002,2,2,73.13,146.27,0.0,113.96,0
ORD100078,SKU0045,2,2,45.12,90.25,0.0,54.38,0
ORD100078,SKU0080,3,3,58.55,175.64,0.0,122.01,0
ORD100079,SKU0061,1,1,26.79,26.79,0.0,21.49,0
ORD100079,SKU0029,2,2,91.23,182.45,0.0,141.54,0
ORD100080,SKU0004,3,3,27.74,83.21,0.0,50.46,0
ORD100081,SKU0077,1,1,119.49,119.49,0.0,84.82,0
ORD100081,SKU0056,2,2,144.4,288.79,0.0,215.2,0
ORD100081,SKU0059,2,2,47.32,94.64,0.0,56.02,0
ORD100081,SKU0016,2,2,18.6,37.21,0.0,24.72,0
ORD100082,SKU0030,2,2,48.77,97.55,0.0,60.04,0
ORD100082,SKU0018,1,1,38.56,38.56,0.0,21.97,0
ORD100083,SKU0068,2,2,77.44,154.89,0.0,94.16,0
ORD100083,SKU0028,2,2,74.8,149.59,0.0,96.56,0
ORD100083,SKU0053,3,3,38.51,115.53,0.0,78.21,0
ORD100084,SKU0004,2,2,27.0,54.01,13.5,33.64,0
ORD100085,SKU0037,2,2,46.62,93.25,0.0,57.16,0
ORD100085,SKU0002,2,2,75.07,150.14,0.0,113.96,0
ORD100086,SKU0020,3,3,96.09,288.26,0.0,208.74,0
ORD100086,SKU0047,3,3,26.78,80.33,0.0,61.29,0
ORD100086,SKU0076,3,3,191.79,575.36,0.0,410.19,0
ORD100086,SKU0062,3,0,28.97,0.0,0.0,0.0,1
ORD100087,SKU0008,3,3,123.86,371.59,0.0,247.35,0
ORD100087,SKU0061,3,3,27.85,83.55,0.0,64.47,0
ORD100087,SKU0040,1,1,18.16,18.16,0.0,14.64,0
ORD100087,SKU0004,2,2,27.58,55.17,0.0,33.64,0
ORD100088,SKU0022,2,2,18.57,37.14,0.0,21.68,0
ORD100088,SKU0053,2,2,37.01,74.01,0.0,52.14,0
ORD100088,SKU0030,1,1,45.92,45.92,0.0,30.02,0
ORD100089,SKU0073,3,3,36.95,110.84,22.17,89.25,0
ORD100089,SKU0013,3,3,75.96,227.88,45.58,156.03,0
ORD100089,SKU0018,3,0,37.79,0.0,0.0,0.0,1
ORD100089,SKU0048,1,0,36.71,0.0,0.0,0.0,1
ORD100090,SKU0022,3,3,18.07,54.2,0.0,32.52,0
ORD100090,SKU0023,2,2,55.83,111.66,0.0,69.28,0
ORD100091,SKU0040,3,3,18.64,55.93,2.8,43.92,0
ORD100091,SKU0064,2,2,94.52,189.04,9.45,153.16,0
ORD100091,SKU0004,3,3,28.55,85.65,4.28,50.46,0
ORD100091,SKU0043,1,1,54.73,54.73,2.74,38.88,0
ORD100092,SKU0033,2,2,122.73,245.47,0.0,186.92,0
ORD100092,SKU0069,1,1,127.76,127.76,0.0,92.18,0
ORD100092,SKU0077,3,3,123.08,369.23,0.0,254.46,0
ORD100092,SKU0022,3,3,18.24,54.73,0.0,32.52,0
ORD100093,SKU0046,2,2,139.11,278.21,55.64,173.52,0
ORD100093,SKU0076,1,1,187.27,187.27,37.45,136.73,0
ORD100093,SKU0068,2,2,73.41,146.82,29.36,94.16,0
ORD100093,SKU0039,2,2,73.05,146.1,29.22,99.5,0
ORD100094,SKU0021,1,1,126.09,126.09,6.3,75.9,0
ORD100094,SKU0015,2,2,55.02,110.04,5.5,80.08,0
ORD100095,SKU0027,2,2,27.12,54.24,0.0,44.74,0
ORD100095,SKU0029,3,3,96.67,290.0,0.0,212.31,0
ORD100095,SKU0025,1,1,45.23,45.23,0.0,31.24,0
ORD100095,SKU0026,1,1,76.82,76.82,0.0,50.02,0
ORD100096,SKU0030,1,1,46.11,46.11,0.0,30.02,0
ORD100096,SKU0005,1,1,56.11,56.11,0.0,35.53,0
ORD100096,SKU0044,3,3,48.11,144.32,0.0,98.46,0
ORD100096,SKU0037,2,2,47.38,94.77,0.0,57.16,0
ORD100097,SKU0045,1,1,48.03,48.03,0.0,27.19,0
ORD100097,SKU0036,1,1,48.49,48.49,0.0,27.42,0
ORD100098,SKU0039,3,3,73.97,221.91,11.1,149.25,0
ORD100098,SKU0002,3,3,78.29,234.88,11.74,170.94,0
ORD100098,SKU0034,1,1,46.23,46.23,2.31,34.02,0
ORD100098,SKU0050,1,1,38.09,38.09,1.9,21.79,0
ORD100099,SKU0069,2,2,123.13,246.26,0.0,184.36,0
ORD100099,SKU0038,2,2,78.97,157.94,0.0,93.1,0
ORD100099,SKU0035,3,3,75.11,225.33,0.0,134.94,0
ORD100099,SKU0019,3,3,36.78,110.33,0.0,82.17,0
ORD100100,SKU0027,1,1,28.01,28.01,0.0,22.37,0
ORD100100,SKU0078,1,1,18.36,18.36,0.0,10.93,0
ORD100101,SKU0056,1,1,145.76,145.76,0.0,107.6,0
ORD100102,SKU0062,2,2,28.53,57.05,5.71,34.3,0
ORD100103,SKU0005,2,2,56.46,112.92,0.0,71.06,0
ORD100103,SKU0065,3,3,27.26,81.79,0.0,48.12,0
ORD100103,SKU0034,1,1,45.67,45.67,0.0,34.02,0
ORD100104,SKU0048,3,3,36.68,110.05,0.0,82.11,0
ORD100104,SKU0025,2,2,47.26,94.51,0.0,62.48,0
ORD100105,SKU0078,1,1,18.22,18.22,0.0,10.93,0
ORD100105,SKU0054,2,2,36.62,73.24,0.0,59.7,0
ORD100105,SKU0072,1,1,58.68,58.68,0.0,41.45,0
ORD100106,SKU0060,3,3,37.71,113.13,11.31,89.55,0
ORD100106,SKU0005,3,3,57.57,172.71,17.27,106.59,0
ORD100107,SKU0038,2,2,76.83,153.67,0.0,93.1,0
ORD100107,SKU0069,1,1,126.84,126.84,0.0,92.18,0
ORD100107,SKU0032,2,2,37.56,75.11,0.0,53.3,0
ORD100108,SKU0077,2,2,123.29,246.57,49.31,169.64,0
ORD100108,SKU0030,1,1,47.12,47.12,9.42,30.02,0
ORD100108,SKU0047,3,3,26.8,80.39,16.08,61.29,0
ORD100109,SKU0080,2,2,58.81,117.61,0.0,81.34,0
ORD100109,SKU0061,1,1,28.82,28.82,0.0,21.49,0
ORD100109,SKU0065,1,1,27.89,27.89,0.0,16.04,0
ORD100109,SKU0064,2,2,97.57,195.14,0.0,153.16,0
ORD100110,SKU0022,2,2,18.29,36.58,7.32,21.68,0
ORD100110,SKU0005,3,3,56.46,169.39,33.88,106.59,0
ORD100110,SKU0067,3,3,26.9,80.71,16.14,57.99,0
ORD100111,SKU0035,3,3,78.38,235.15,23.52,134.94,0
ORD100111,SKU0073,3,3,37.85,113.55,11.35,89.25,0
ORD100112,SKU0001,1,1,56.77,56.77,0.0,33.04,0
ORD100112,SKU0042,1,1,55.1,55.1,0.0,39.11,0
ORD100112,SKU0035,3,3,74.54,223.61,0.0,134.94,0
ORD100113,SKU0065,3,3,28.41,85.24,0.0,48.12,0
ORD100113,SKU0050,3,0,37.12,0.0,0.0,0.0,1
ORD100114,SKU0044,2,2,47.51,95.02,0.0,65.64,0
ORD100114,SKU0061,2,2,28.67,57.35,0.0,42.98,0
ORD100114,SKU0051,1,1,54.4,54.4,0.0,37.48,0
ORD100115,SKU0062,3,0,28.8,0.0,0.0,0.0,1
ORD100115,SKU0070,2,2,28.87,57.73,11.55,33.56,0
ORD100115,SKU0053,2,2,37.16,74.33,14.87,52.14,0
ORD100116,SKU0039,2,2,73.93,147.86,29.57,99.5,0
ORD100116,SKU0025,2,2,48.62,97.23,19.45,62.48,0
ORD100116,SKU0062,3,3,28.91,86.72,17.34,51.45,0
ORD100116,SKU0041,2,2,56.98,113.95,22.79,86.14,0
ORD100117,SKU0015,2,2,58.16,116.33,11.63,80.08,0
ORD100117,SKU0035,1,1,77.21,77.21,7.72,44.98,0
ORD100117,SKU0041,3,3,58.35,175.06,17.51,129.21,0
ORD100118,SKU0037,3,3,46.63,139.88,23.31,85.74,0
ORD100119,SKU0049,3,3,94.78,284.34,56.87,170.7,0
ORD100119,SKU0071,2,2,46.83,93.67,18.73,60.68,0
ORD100120,SKU0047,3,3,27.23,81.7,4.09,61.29,0
ORD100120,SKU0012,1,1,56.69,56.69,2.83,34.35,0
ORD100120,SKU0022,1,1,18.06,18.06,0.9,10.84,0
ORD100120,SKU0007,1,1,38.61,38.61,1.93,28.92,0
ORD100121,SKU0056,1,1,139.11,139.11,27.82,107.6,0
ORD100121,SKU0038,1,1,78.82,78.82,15.76,46.55,0
ORD100121,SKU0002,1,1,73.56,73.56,14.71,56.98,0
ORD100122,SKU0014,3,3,92.16,276.49,0.0,206.7,0
ORD100122,SKU0021,3,0,127.89,0.0,0.0,0.0,1
ORD100123,SKU0043,1,1,55.98,55.98,0.0,38.88,0
ORD100123,SKU0067,3,3,27.16,81.48,0.0,57.99,0
ORD100124,SKU0041,3,3,54.75,164.26,27.38,129.21,0
ORD100124,SKU0045,1,1,48.78,48.78,0.0,27.19,0
ORD100124,SKU0043,1,1,57.47,57.47,0.0,38.88,0
ORD100124,SKU0053,3,3,36.38,109.15,18.19,78.21,0
ORD100125,SKU0018,3,3,38.02,114.07,0.0,65.91,0
ORD100125,SKU0051,3,3,58.69,176.08,0.0,112.44,0
ORD100125,SKU0008,2,2,119.46,238.91,0.0,164.9,0
ORD100125,SKU0078,3,3,18.98,56.95,0.0,32.79,0
ORD100126,SKU0049,1,1,93.02,93.02,9.3,56.9,0
ORD100127,SKU0061,3,3,26.81,80.42,0.0,64.47,0
ORD100127,SKU0073,3,3,38.19,114.56,0.0,89.25,0
ORD100127,SKU0009,3,3,74.07,222.21,0.0,137.97,0
ORD100128,SKU0030,3,3,46.78,140.33,0.0,90.06,0
ORD100128,SKU0049,3,3,92.74,278.22,0.0,170.7,0
ORD100128,SKU0041,1,0,55.38,0.0,0.0,0.0,1
ORD100129,SKU0060,1,1,37.17,37.17,0.0,29.85,0
ORD100130,SKU0037,3,3,45.93,137.79,0.0,85.74,0
ORD100130,SKU0002,1,1,75.22,75.22,0.0,56.98,0
ORD100130,SKU0070,2,2,27.06,54.11,0.0,33.56,0
ORD100130,SKU0048,1,1,37.59,37.59,0.0,27.37,0
ORD100131,SKU0078,3,3,17.79,53.37,5.34,32.79,0
ORD100131,SKU0059,2,2,46.59,93.17,9.32,56.02,0
ORD100131,SKU0043,2,2,54.98,109.97,11.0,77.76,0
ORD100132,SKU0013,3,3,75.56,226.69,22.67,156.03,0
ORD100133,SKU0038,3,3,76.44,229.31,38.22,139.65,0
ORD100133,SKU0033,3,3,127.78,383.34,63.89,280.38,0
ORD100133,SKU0047,2,2,27.77,55.55,13.89,40.86,0
ORD100134,SKU0010,3,3,18.94,56.81,0.0,41.67,0
ORD100134,SKU0026,3,3,77.59,232.77,0.0,150.06,0
ORD100135,SKU0076,1,1,191.72,191.72,38.34,136.73,0
ORD100135,SKU0073,1,1,36.76,36.76,7.35,29.75,0
ORD100135,SKU0009,3,3,75.64,226.93,45.39,137.97,0
ORD100136,SKU0050,3,3,36.19,108.57,5.43,65.37,0
ORD100137,SKU0043,1,1,58.9,58.9,0.0,38.88,0
ORD100137,SKU0004,1,1,28.6,28.6,0.0,16.82,0
ORD100137,SKU0045,2,2,48.0,96.01,0.0,54.38,0
ORD100137,SKU0068,1,1,77.57,77.57,0.0,47.08,0
ORD100138,SKU0008,1,1,122.74,122.74,0.0,82.45,0
ORD100138,SKU0047,2,2,28.0,56.01,0.0,40.86,0
ORD100138,SKU0020,2,2,92.2,184.4,0.0,139.16,0
ORD100139,SKU0073,2,2,37.06,74.13,18.53,59.5,0
ORD100139,SKU0001,3,3,56.39,169.17,28.2,99.12,0
ORD100139,SKU0056,3,3,148.71,446.12,74.35,322.8,0
ORD100139,SKU0049,1,1,98.36,98.36,0.0,56.9,0
ORD100140,SKU0040,1,1,18.82,18.82,0.0,14.64,0
ORD100140,SKU0017,1,1,46.83,46.83,0.0,36.57,0
ORD100140,SKU0019,2,2,38.16,76.33,0.0,54.78,0
ORD100140,SKU0022,1,1,17.5,17.5,0.0,10.84,0
ORD100141,SKU0020,2,2,97.26,194.53,0.0,139.16,0
ORD100142,SKU0004,2,2,27.28,54.56,0.0,33.64,0
ORD100142,SKU0072,3,3,55.2,165.61,0.0,124.35,0
ORD100142,SKU0010,3,3,18.64,55.91,0.0,41.67,0
ORD100142,SKU0037,1,1,46.38,46.38,0.0,28.58,0
ORD100143,SKU0013,3,3,74.39,223.17,22.32,156.03,0
ORD100144,SKU0035,2,2,72.95,145.9,36.48,89.96,0
ORD100144,SKU0010,1,1,18.64,18.64,0.0,13.89,0
ORD100144,SKU0074,2,2,57.95,115.89,28.97,82.1,0
ORD100145,SKU0027,1,1,27.5,27.5,1.38,22.37,0
ORD100145,SKU0015,2,2,55.16,110.32,5.52,80.08,0
ORD100146,SKU0006,1,1,47.45,47.45,0.0,36.33,0
ORD100146,SKU0008,2,2,126.02,252.03,63.01,164.9,0
ORD100146,SKU0019,3,0,38.0,0.0,0.0,0.0,1
ORD100147,SKU0069,1,1,118.96,118.96,0.0,92.18,0
ORD100147,SKU0080,1,1,57.58,57.58,0.0,40.67,0
ORD100147,SKU0012,3,3,56.9,170.7,0.0,103.05,0
ORD100147,SKU0056,2,2,138.92,277.84,0.0,215.2,0
ORD100148,SKU0079,1,1,122.31,122.31,0.0,94.59,0
ORD100149,SKU0061,3,3,27.0,81.01,16.2,64.47,0
ORD100149,SKU0003,3,3,45.84,137.53,27.51,93.39,0
ORD100150,SKU0023,1,1,55.8,55.8,0.0,34.64,0
ORD100151,SKU0038,2,2,74.39,148.78,7.44,93.1,0
ORD100151,SKU0010,2,2,17.54,35.07,1.75,27.78,0
ORD100152,SKU0019,1,1,38.26,38.26,0.0,27.39,0
ORD100152,SKU0006,1,1,48.84,48.84,0.0,36.33,0
ORD100153,SKU0038,1,1,73.89,73.89,0.0,46.55,0
ORD100153,SKU0003,1,1,47.54,47.54,0.0,31.13,0
ORD100153,SKU0052,1,1,123.15,123.15,0.0,80.36,0
ORD100154,SKU0076,2,2,187.15,374.31,0.0,273.46,0
ORD100155,SKU0024,3,3,26.88,80.64,8.06,61.77,0
ORD100155,SKU0035,1,1,72.76,72.76,7.28,44.98,0
ORD100155,SKU0039,3,3,77.74,233.23,23.32,149.25,0
ORD100155,SKU0048,3,3,38.52,115.57,11.56,82.11,0
ORD100156,SKU0027,3,3,27.36,82.07,0.0,67.11,0
ORD100156,SKU0042,1,1,58.16,58.16,0.0,39.11,0
ORD100157,SKU0071,1,1,46.48,46.48,0.0,30.34,0
ORD100157,SKU0004,2,2,27.8,55.59,0.0,33.64,0
